,Country name,Regional indicator,21_Ladder score,21_Standard error of ladder score,21_upperwhisker,21_lowerwhisker,21_Logged GDP per capita,21_Social support,21_Healthy life expectancy,21_Freedom to make life choices,21_Generosity,21_Perceptions of corruption,21_Ladder score in Dystopia,21_Explained by: Log GDP per capita,21_Explained by: Social support,21_Explained by: Healthy life expectancy,21_Explained by: Freedom to make life choices,21_Explained by: Generosity,21_Explained by: Perceptions of corruption,21_Dystopia + residual,20_Ladder score,20_Standard error of ladder score,20_upperwhisker,20_lowerwhisker,20_Logged GDP per capita,20_Social support,20_Healthy life expectancy,20_Freedom to make life choices,20_Generosity,20_Perceptions of corruption,20_Ladder score in Dystopia,20_Explained by: Log GDP per capita,20_Explained by: Social support,20_Explained by: Healthy life expectancy,20_Explained by: Freedom to make life choices,20_Explained by: Generosity,20_Explained by: Perceptions of corruption,20_Dystopia + residual,Ladder score_diff,Standard error of ladder score_diff,upperwhisker_diff,lowerwhisker_diff,Logged GDP per capita_diff,Social support_diff,Healthy life expectancy_diff,Freedom to make life choices_diff,Generosity_diff,Perceptions of corruption_diff,Ladder score in Dystopia_diff,Explained by: Log GDP per capita_diff,Explained by: Social support_diff,Explained by: Healthy life expectancy_diff,Explained by: Freedom to make life choices_diff,Explained by: Generosity_diff,Explained by: Perceptions of corruption_diff,Dystopia + residual_diff,Population 2020,Population 2019,"COVID-19 deaths per 100,000 population in 2020",Median age,Index of exposure to COVID-19  infections in other countries as of March 31,WHO Western Pacific Region,Female head of government,Index of institutional trust,Gini coefficient of income,"All-cause death count, 2019","All-cause death count, 2020","Excess deaths in 2020 per 100,000 population, relative to 2017-2019 average"
0,Finland,Western Europe,7.842,0.032,7.904,7.78,10.775,0.954,72.0,0.949,-0.098,0.186,2.43,1.446,1.106,0.741,0.691,0.124,0.481,3.253,7.808700085,0.031156305,7.869766235,7.747633934,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,1.972316742,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026,0.033299914999999736,0.0008436950000000019,0.03423376499999975,0.032366065999999805,0.1357330300000008,-0.00032972900000005634,0.09917450000000372,-0.00017219900000009503,-0.03851798100000001,-0.009444584000000006,0.4576832580000001,0.1608104909999999,-0.39352590499999995,-0.22027140499999998,0.028683259999999988,-0.035670442,0.0031427379999999783,0.49016497400000025,5540718.0,5520314.0,10.125,42.79999923706055,2.225083351135254,0.0,1.0,0.5498598217964172,25.900000000000002,53821.0,55663.0,31.510042190551758
1,Denmark,Western Europe,7.62,0.035,7.687,7.552,10.933,0.954,72.7,0.946,0.03,0.179,2.43,1.502,1.108,0.763,0.686,0.208,0.485,2.868,7.645599842,0.033492286,7.711244583,7.579955101,10.77400112,0.955990791,72.40250397,0.951444268,0.066201776,0.168489456,1.972316742,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688,-0.025599842000000095,0.0015077140000000003,-0.024244582999999764,-0.02795510100000076,0.1589988800000004,-0.0019907909999999918,0.2974960300000049,-0.005444268000000085,-0.036201776000000005,0.010510543999999983,0.4576832580000001,0.17505147599999993,-0.395449202,-0.21633256599999995,0.020960103000000063,-0.034793396000000004,-0.01026032800000004,0.4352593119999999,5792203.0,5818553.0,22.409399032592773,42.29999923706055,3.9530560970306396,0.0,1.0,0.5717613697052002,27.8,53805.0,55477.0,25.53377342224121
2,Switzerland,Western Europe,7.571,0.036,7.643,7.5,11.117,0.942,74.4,0.919,0.025,0.292,2.43,1.566,1.079,0.816,0.653,0.204,0.413,2.839,7.559899807,0.035014171,7.628527641,7.491271973,10.97993279,0.942846596,74.10244751,0.921336651,0.105911039,0.303728431,1.972316742,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741,0.01110019299999987,0.0009858290000000006,0.01447235899999999,0.008728027000000083,0.13706721000000144,-0.0008465960000000328,0.29755249000000106,-0.002336650999999912,-0.08091103899999999,-0.011728431000000039,0.4576832580000001,0.17522575000000007,-0.3934034070000001,-0.22453318499999997,0.02404552999999998,-0.065055754,0.005054098999999979,0.48873259000000013,8654618.0,8574832.0,88.33430480957031,43.099998474121094,5.583521842956543,0.0,0.0,0.6600010395050049,30.1,67515.0,77087.0,116.6800308227539
3,Iceland,Western Europe,7.554,0.059,7.67,7.438,10.878,0.983,73.0,0.955,0.16,0.673,2.43,1.482,1.172,0.772,0.698,0.293,0.17,2.967,7.504499912,0.059615862,7.621346951,7.387652874,10.77255917,0.974669576,73.0,0.948891878,0.246944219,0.711709738,1.972316742,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114,0.049500088000000275,-0.0006158620000000017,0.04865304900000034,0.05034712600000013,0.10544083000000093,0.008330423999999947,0.0,0.006108121999999994,-0.08694421899999999,-0.038709737999999994,0.4576832580000001,0.15549839199999993,-0.3755674870000001,-0.22884340599999997,0.036019252,-0.069330228,0.025459228,0.5063118860000002,341250.0,361313.0,8.498200416564941,37.29999923706055,1.6493347883224487,0.0,1.0,0.325368732213974,24.1,2261.0,2321.0,21.445266723632812
4,Netherlands,Western Europe,7.464,0.027,7.518,7.41,10.932,0.942,72.4,0.913,0.175,0.338,2.43,1.501,1.079,0.753,0.647,0.302,0.384,2.798,7.448900223,0.02779175,7.503372192,7.394428253,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,1.972316742,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062,0.015099777000000536,-0.0007917500000000008,0.014627808000000186,0.01557174700000008,0.11928828000000102,0.0028611699999999685,0.09908142000000453,0.0044521809999999995,-0.03261244000000002,-0.02671712599999998,0.4576832580000001,0.16205365799999982,-0.384645935,-0.222675344,0.033373520000000045,-0.03431756899999999,0.015430237999999985,0.445882938,17134873.0,17332850.0,67.260498046875,43.20000076293945,5.573827266693115,0.0,0.0,0.5222078561782837,27.0,151547.0,171175.0,114.46841430664062
5,Norway,Western Europe,7.392,0.035,7.462,7.323,11.053,0.954,73.3,0.96,0.093,0.27,2.43,1.543,1.108,0.782,0.703,0.249,0.427,2.58,7.487999916,0.034837384,7.55628109,7.419718742,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.263218194,1.972316742,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296,-0.09599991599999935,0.0001626160000000043,-0.09428108999999996,-0.0967187419999993,-0.03480383999999859,0.0015134249999999572,0.09921721999999988,0.004249712999999988,-0.04153262999999999,0.006781806000000001,0.4576832580000001,0.11879266999999993,-0.387172501,-0.2260718989999999,0.03279911599999996,-0.038985086,-0.007100568000000029,0.411733704,5421242.0,5347896.0,8.042400360107422,39.70000076293945,2.67567777633667,0.0,1.0,0.6056562066078186,24.8,40500.0,41155.0,9.9976806640625
6,Sweden,Western Europe,7.363,0.036,7.433,7.293,10.867,0.934,72.7,0.945,0.086,0.237,2.43,1.478,1.062,0.763,0.685,0.244,0.448,2.683,7.353499889,0.036234196,7.424519062,7.282480717,10.75879383,0.926311195,72.60076904,0.939144194,0.111614622,0.250880182,1.972316742,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,2.246299267,0.009500111000000366,-0.00023419600000000595,0.008480937999999938,0.010519282999999824,0.10820617000000077,0.007688805000000021,0.09923095999999987,0.005855805999999908,-0.025614622000000004,-0.013880182000000019,0.4576832580000001,0.15576477300000002,-0.371347702,-0.223470461,0.0347022990000001,-0.028827892999999993,0.005933628999999996,0.4367007329999999,10099270.0,10285453.0,86.41220092773438,41.0,2.5899312496185303,0.0,0.0,0.45058152079582214,27.0,88544.70000000004,99647.19999999998,87.81182098388672
7,Luxembourg,Western Europe,7.324,0.037,7.396,7.252,11.647,0.908,72.6,0.907,-0.034,0.386,2.43,1.751,1.003,0.76,0.639,0.166,0.353,2.653,7.237500191,0.030851794,7.297969818,7.177030563,11.45068073,0.906912208,72.59999847,0.90563643,-0.004620588,0.367084295,1.972316742,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,0.0864998090000002,0.006148206,0.09803018199999958,0.07496943700000003,0.19631927000000005,0.0010877919999999763,1.5299999915896478e-06,0.0013635699999999806,-0.029379412,0.018915705000000005,0.4576832580000001,0.2143239509999999,-0.384528419,-0.22644268499999998,0.028862955000000023,-0.029953919999999995,-0.014041469000000029,0.49929964800000004,625976.0,619896.0,79.07649993896484,39.70000076293945,5.973625659942627,0.0,0.0,0.5949245095252991,30.900000000000002,4288.0,4706.0,68.43937683105469
8,New Zealand,North America and ANZ,7.277,0.04,7.355,7.198,10.643,0.948,73.4,0.929,0.134,0.242,2.43,1.4,1.094,0.785,0.665,0.276,0.445,2.612,7.299600124,0.039465468,7.376952648,7.222247601,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,1.972316742,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025,-0.02260012400000022,0.0005345320000000042,-0.021952647999999186,-0.024247600999999896,0.14205682000000053,-0.0011189719999999959,0.19737091000000362,-0.007217486999999911,-0.057598073,0.020861149999999995,0.4576832580000001,0.1576820849999998,-0.39321838,-0.22313829900000004,0.01821009200000001,-0.049726210999999965,-0.01626827599999997,0.48389197500000014,4822233.0,4917000.0,0.5184000134468079,37.900001525878906,0.37902915477752686,1.0,1.0,0.5265658497810364,34.1,34088.0,33177.0,-7.563881874084473
9,Austria,Western Europe,7.268,0.036,7.337,7.198,10.906,0.934,73.3,0.908,0.042,0.481,2.43,1.492,1.062,0.782,0.64,0.215,0.292,2.784,7.294199944,0.033365164,7.359595776,7.228804111,10.7428236,0.928045869,73.00250244,0.899989486,0.085429221,0.499954879,1.972316742,1.317285538,1.437444925,1.000933528,0.603368878,0.255509764,0.281256139,2.398446083,-0.02619994400000003,0.0026348359999999946,-0.02259577600000018,-0.030804110999999246,0.1631764000000011,0.005954131000000085,0.2974975599999965,0.00801051400000008,-0.043429221,-0.018954879000000036,0.4576832580000001,0.17471446200000007,-0.37544492500000004,-0.218933528,0.03663112199999996,-0.040509763999999976,0.010743860999999966,0.38555391699999975,9006400.0,8877067.0,69.08419799804688,44.400001525878906,4.3146820068359375,0.0,0.0,0.35760387778282166,26.8,81557.0,91553.0,110.82119750976562
10,Australia,North America and ANZ,7.183,0.041,7.265,7.102,10.796,0.94,73.9,0.914,0.159,0.442,2.43,1.453,1.076,0.801,0.647,0.291,0.317,2.598,7.222799778,0.041841116,7.30480814,7.140791416,10.72059631,0.944854617,73.60453796,0.915431738,0.19046016,0.41516912,1.972316742,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,-0.0397997779999999,-0.0008411159999999959,-0.03980813999999988,-0.03879141599999958,0.07540368999999991,-0.0048546170000000055,0.29546204000000387,-0.0014317379999999602,-0.03146015999999999,0.02683088,0.4576832580000001,0.1426035670000001,-0.401146268,-0.22160768399999997,0.025122807000000025,-0.033973613000000014,-0.018996418999999987,0.46819586599999985,25499881.0,25364307.0,3.56469988822937,37.900001525878906,0.40509703755378723,1.0,0.0,0.3350496292114258,33.0,,,
11,Israel,Middle East and North Africa,7.157,0.034,7.224,7.09,10.575,0.939,73.503,0.8,0.031,0.753,2.43,1.376,1.074,0.788,0.509,0.208,0.119,3.083,7.128600121,0.042515181,7.211929798,7.045270443,10.41752529,0.913571239,73.20025635,0.747580588,0.10259372,0.78085506,1.972316742,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402,0.028399879000000183,-0.008515180999999997,0.012070202000000307,0.04472955700000014,0.1574747099999989,0.02542876099999991,0.3027436499999965,0.052419412,-0.07159372,-0.027855060000000043,0.4576832580000001,0.15953631499999998,-0.32925677399999986,-0.22005294499999994,0.08830052300000002,-0.058861795999999994,0.019101549999999995,0.3696415980000003,8655541.0,9053300.0,38.41469955444336,30.600000381469727,2.2502782344818115,0.0,0.0,0.26199737191200256,34.4,45794.0,49469.0,51.917572021484375
12,Germany,Western Europe,7.155,0.04,7.232,7.077,10.873,0.903,72.5,0.875,0.011,0.46,2.43,1.48,0.993,0.757,0.6,0.195,0.306,2.824,7.075799942,0.035609804,7.145595074,7.00600481,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,1.972316742,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462,0.07920005800000052,0.004390195999999999,0.08640492600000016,0.07099518999999965,0.14018139999999946,0.00412553800000004,0.29798126000000025,0.0076289179999999845,-0.06917938600000001,0.003577969000000014,0.4576832580000001,0.16581545400000008,-0.3755437439999999,-0.21511480100000002,0.035725867999999994,-0.05703770399999997,-0.003362291999999989,0.5287505379999997,83783945.0,83132799.0,40.33110046386719,46.599998474121094,4.837829113006592,0.0,1.0,0.4354351758956909,31.1,936772.0,1000855.0,73.54841613769531
13,Canada,North America and ANZ,7.103,0.042,7.185,7.021,10.776,0.926,73.8,0.915,0.089,0.415,2.43,1.447,1.044,0.798,0.648,0.246,0.335,2.585,7.23210001,0.04040546,7.311294556,7.152905464,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,1.972316742,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108,-0.12910001000000015,0.0015945400000000054,-0.1262945560000004,-0.13190546399999992,0.08363149000000014,-0.0011766539999999992,0.19839935000000253,-0.018913230999999975,-0.03577076800000001,0.024156637999999953,0.4576832580000001,0.14535233700000005,-0.39139190299999993,-0.22450194499999987,0.003971873000000015,-0.03552892000000002,-0.01670185599999996,0.3897308919999998,37742157.0,37589262.0,41.41790008544922,41.400001525878906,2.296168088912964,0.0,0.0,0.48161616921424866,35.25,,,
14,Ireland,Western Europe,7.085,0.04,7.164,7.006,11.342,0.947,72.4,0.879,0.077,0.363,2.43,1.644,1.092,0.753,0.606,0.238,0.367,2.384,7.093699932,0.039863452,7.171832085,7.01556778,11.16097832,0.942081571,72.30078888,0.886982977,0.145784974,0.357184172,1.972316742,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174,-0.008699931999999855,0.00013654800000000022,-0.007832085000000433,-0.00956777999999936,0.18102168000000063,0.004918428999999946,0.09921112000000676,-0.007982976999999947,-0.06878497400000001,0.005815827999999967,0.4576832580000001,0.1971132219999998,-0.378596433,-0.22267069500000003,0.018220060999999954,-0.057426995000000036,-0.006433261999999995,0.44012182599999994,4937796.0,4941444.0,45.3036003112793,38.70000076293945,3.1881022453308105,0.0,0.0,0.4306252896785736,30.6,30728.0,32271.0,32.3203010559082
15,Costa Rica,Latin America and Caribbean,7.069,0.056,7.179,6.96,9.88,0.891,71.4,0.934,-0.126,0.809,2.43,1.134,0.966,0.722,0.673,0.105,0.083,3.387,7.121399879,0.044816118,7.209239483,7.033560276,9.658156395,0.901545942,71.29985046,0.934738934,-0.10242971,0.786332428,1.972316742,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014,-0.052399879000000205,0.011183882,-0.0302394829999999,-0.07356027600000026,0.2218436050000001,-0.01054594200000003,0.10014954000000387,-0.0007389339999999134,-0.023570290000000008,0.022667572000000025,0.4576832580000001,0.15289228799999988,-0.40885361100000006,-0.21763533600000007,0.02798225700000001,-0.026266311,-0.013362091999999992,0.4338649860000001,5094114.0,5047561.0,42.892601013183594,33.599998474121094,0.8639742136001587,0.0,0.0,0.21250563859939575,48.6,,,
16,United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,0.934,72.5,0.859,0.233,0.459,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,7.164500237,0.037161909,7.237337589,7.091662884,10.60013485,0.93668282,72.30160522,0.834743679,0.263732493,0.435915917,1.972316742,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992,-0.10050023700000033,0.0008380909999999991,-0.09933758900000011,-0.10166288399999956,0.10686515000000085,-0.0026828199999999747,0.198394780000001,0.02425632099999997,-0.030732493,0.023084083000000033,0.4576832580000001,0.1499389630000001,-0.395844973,-0.21870007999999996,0.05483134299999992,-0.03343344099999995,-0.016601646000000025,0.359278008,67886004.0,66834405.0,108.44950103759766,40.79999923706055,5.009472846984863,0.0,0.0,0.2675822079181671,34.07,600532.0,696705.0,133.31314086914062
17,Czech Republic,Central and Eastern Europe,6.965,0.049,7.062,6.868,10.556,0.947,70.807,0.858,-0.208,0.868,2.43,1.37,1.09,0.703,0.58,0.052,0.046,3.124,6.910900116,0.042891297,6.994966984,6.826833248,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,1.972316742,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243,0.05409988400000021,0.006108703,0.06703301599999989,0.04116675200000053,0.15183663999999908,0.032569321999999956,0.7590645100000017,0.039462645999999935,0.022861515,0.009553759999999967,0.4576832580000001,0.157677646,-0.3152866699999999,-0.19156445,0.07425542399999996,0.005674070999999996,-0.0038032230000000014,0.327191757,10708982.0,10669709.0,108.13349914550781,43.29999923706055,4.8168535232543945,0.0,0.0,0.2900318205356598,24.0,112040.0,131440.0,182.95167541503906
18,United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,6.939599991,0.047316168,7.032339573,6.846860409,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,1.972316742,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794,0.011400008999999933,0.0016838320000000032,0.01466042699999992,0.00913959100000028,0.09723114999999893,0.005780977999999992,-0.09949951000000112,-0.005619538000000035,-0.051891733999999995,-0.0017153160000000778,0.4576832580000001,0.15901316,-0.3747867060000001,-0.210618011,0.01939175500000001,-0.046143058999999986,0.0017152589999999968,0.4628752060000001,331002647.0,328239523.0,104.45140075683594,38.29999923706055,1.6875032186508179,0.0,0.0,0.25004276633262634,47.510000000000005,2852747.0,3424996.0,179.2197265625
19,Belgium,Western Europe,6.834,0.034,6.901,6.767,10.823,0.906,72.199,0.783,-0.153,0.646,2.43,1.463,0.998,0.747,0.489,0.088,0.187,2.862,6.863500118,0.034370355,6.930866241,6.796133995,10.6736393,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,1.972316742,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,-0.02950011800000052,-0.0003703549999999958,-0.02986624100000057,-0.02913399499999958,0.1493607000000008,-0.005632537999999965,0.19735204999999212,-0.030582062999999993,-0.074308801,0.033702047999999984,0.4576832580000001,0.16715723300000018,-0.400677588,-0.21790114900000002,-0.010805421000000037,-0.05896615900000002,-0.021724051999999994,0.513373386,11589616.0,11484055.0,168.49569702148438,41.79999923706055,6.343307971954346,0.0,0.0,0.302761971950531,25.6,108436.0,128952.0,169.89352416992188
20,France,Western Europe,6.69,0.037,6.762,6.618,10.704,0.942,74.0,0.822,-0.147,0.571,2.43,1.421,1.081,0.804,0.536,0.092,0.235,2.521,6.663799763,0.037576791,6.737450123,6.590149403,10.58422279,0.937103748,73.80193329,0.825467646,-0.130641967,0.583521128,1.972316742,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338,0.026200237000000293,-0.0005767910000000001,0.02454987699999922,0.027850597000000477,0.11977721000000052,0.00489625199999999,0.1980667100000062,-0.0034676460000000464,-0.016358032999999994,-0.012521128000000048,0.4576832580000001,0.15287065099999997,-0.3778391780000001,-0.22571422699999988,0.021949099000000083,-0.020607703000000005,0.007696762999999995,0.46780166199999984,65273512.0,67059887.0,99.21179962158203,42.0,5.0308990478515625,0.0,0.0,0.23413409292697906,29.3,611291.0,678259.0,106.59695434570312
21,Bahrain,Middle East and North Africa,6.647,0.068,6.779,6.514,10.669,0.862,69.495,0.925,0.089,0.722,2.43,1.409,0.899,0.662,0.661,0.246,0.139,2.631,6.227300167,0.081882261,6.387789249,6.066811085,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393471,1.972316742,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,0.41969983300000013,-0.013882260999999993,0.391210751,0.4471889149999999,-0.007380160000000302,-0.01434211799999996,0.9950000000000045,0.019144225000000015,-0.04472919,-0.01734710000000006,0.4576832580000001,0.1123077480000001,-0.4163237099999999,-0.17683637200000002,0.05060009799999998,-0.041453711000000004,0.012302743000000005,0.8790826379999999,1701583.0,1641172.0,20.686599731445312,32.400001525878906,1.6665959358215332,0.0,0.0,0.4869312047958374,59.6,,,
22,Malta,Western Europe,6.602,0.044,6.688,6.516,10.674,0.931,72.2,0.927,0.133,0.653,2.43,1.411,1.055,0.747,0.664,0.275,0.183,2.268,6.772799969,0.042958103,6.856997967,6.688601971,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,1.972316742,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,-0.17079996899999994,0.001041897,-0.16899796700000014,-0.17260197099999974,0.1401617299999991,0.0006204900000000846,3.050000003668174e-06,0.0020885610000001,-0.081965805,-0.005547281999999987,0.4576832580000001,0.1584867110000001,-0.38795692400000004,-0.22504202399999995,0.030760969000000027,-0.066180831,0.004135922999999986,0.3159879379999997,441539.0,502653.0,49.59920120239258,42.400001525878906,2.8223886489868164,0.0,0.0,0.4028075933456421,28.7,3684.0,4093.0,96.51993560791016
23,Taiwan Province of China,East Asia,6.584,0.038,6.659,6.51,10.871,0.898,69.6,0.784,-0.07,0.721,2.43,1.48,0.982,0.665,0.49,0.142,0.139,2.687,6.45539999,0.039139576,6.532113552,6.378686428,10.77568531,0.894309103,69.59999847,0.77153033,-0.073198698,0.73188293,1.972316742,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2.160238743,0.12860000999999954,-0.0011395760000000033,0.1268864479999996,0.13131357199999982,0.09531469000000037,0.0036908970000000263,1.5299999915896478e-06,0.012469669999999988,0.003198698,-0.010882930000000068,0.4576832580000001,0.15252945899999992,-0.3757606680000001,-0.21343799600000002,0.040595610999999976,-0.008598705000000012,0.007483648000000009,0.526761257,23816775.0,23780000.0,0.029400000348687172,42.20000076293945,0.8882954120635986,1.0,1.0,0.15796847641468048,29.46666666666667,176296.0,173156.0,-1.1961814165115356
24,United Arab Emirates,Middle East and North Africa,6.561,0.039,6.637,6.484,11.085,0.844,67.333,0.932,0.074,0.589,2.43,1.555,0.86,0.594,0.67,0.236,0.223,2.422,6.790800095,0.040698379,6.870568752,6.711031437,11.1099987,0.849181116,67.08278656,0.941345513,0.123450845,0.594502211,1.972316742,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,-0.22980009499999987,-0.0016983789999999999,-0.23356875200000005,-0.22703143699999995,-0.024998699999999374,-0.005181116000000041,0.250213439999996,-0.009345512999999972,-0.04945084500000001,-0.005502211000000035,0.4576832580000001,0.12391357899999988,-0.3911709929999999,-0.19381443799999998,0.01706389900000005,-0.04465598000000004,0.002786482000000007,0.2550340390000003,9890400.0,9770529.0,6.764100074768066,34.0,1.1989803314208984,0.0,0.0,0.694008469581604,38.300000000000004,,,
25,Saudi Arabia,Middle East and North Africa,6.494,0.056,6.604,6.384,10.743,0.891,66.603,0.877,-0.149,0.684,2.43,1.435,0.964,0.571,0.603,0.09,0.163,2.668,6.406499863,0.056533612,6.517305851,6.295693874,10.79781246,0.874067068,66.30514526,0.854191244,-0.168695062,0.682619512,1.972316742,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,0.08750013700000014,-0.0005336119999999958,0.08669414900000039,0.08830612599999998,-0.054812459999999064,0.01693293200000001,0.2978547399999911,0.022808755999999986,0.019695062000000013,0.001380488000000013,0.4576832580000001,0.10067146800000004,-0.345950113,-0.18881813700000005,0.054522528999999986,0.002559315999999992,-0.0003223149999999897,0.46488119900000013,34813867.0,34268528.0,17.87510108947754,31.899999618530273,1.2504826784133911,0.0,0.0,0.6506189107894897,45.9,,,
26,Spain,Western Europe,6.491,0.042,6.574,6.408,10.571,0.932,74.7,0.761,-0.081,0.745,2.43,1.375,1.057,0.826,0.462,0.135,0.124,2.513,6.400899887,0.04230037,6.483808517,6.317991257,10.46292686,0.921125412,74.40270996,0.751989543,-0.050961714,0.765859902,1.972316742,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,0.09010011300000009,-0.00030036999999999425,0.0901914829999999,0.09000874300000028,0.10807314000000012,0.010874588000000074,0.29729004000000714,0.009010457000000027,-0.030038286000000004,-0.020859901999999986,0.4576832580000001,0.144464731,-0.364099186,-0.22534308299999994,0.03601618400000001,-0.030305479999999996,0.014420220999999997,0.5159115679999999,46754783.0,47076781.0,108.7311019897461,45.5,4.331624507904053,0.0,0.0,0.14327365159988403,33.2,414914.0,501106.0,173.2330780029297
27,Italy,Western Europe,6.483,0.045,6.572,6.395,10.623,0.88,73.8,0.693,-0.084,0.866,2.43,1.393,0.94,0.798,0.379,0.133,0.047,2.794,6.38740015,0.043288074,6.47224474,6.302555561,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,1.972316742,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,0.09559984999999926,0.0017119259999999956,0.09975526000000023,0.09244443899999943,0.14116368,-0.009878571000000003,0.19831542999999385,0.02834800999999998,-0.040539001000000005,-0.007404681999999996,0.4576832580000001,0.15660392600000006,-0.4072960000000001,-0.22450492600000005,0.05769442699999999,-0.037266210999999994,0.0068544020000000025,0.5444940030000001,60461828.0,60297396.0,122.6541976928711,47.900001525878906,5.500850677490234,0.0,0.0,0.07554042339324951,33.4,642964.0,756317.0,182.2977752685547
28,Slovenia,Central and Eastern Europe,6.461,0.043,6.546,6.376,10.529,0.948,71.4,0.949,-0.101,0.806,2.43,1.36,1.093,0.722,0.69,0.122,0.085,2.388,6.363399982,0.043841314,6.449328899,6.277471066,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,1.972316742,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,0.09760001800000051,-0.0008413140000000027,0.09667110100000009,0.09852893399999996,0.13667745999999958,0.008424327999999925,0.29701080000000957,0.012857377000000003,-0.020396617000000006,-0.011071020999999903,0.4576832580000001,0.15134750400000008,-0.3716776909999999,-0.210548046,0.04329985599999997,-0.023701498000000015,0.008483677000000009,0.499413479,2078932.0,2087946.0,129.7301025390625,44.5,4.307637691497803,0.0,0.0,0.17666758596897125,23.400000000000002,20547.0,24277.0,182.71070861816406
29,Guatemala,Latin America and Caribbean,6.435,0.073,6.577,6.292,9.053,0.813,64.958,0.906,-0.038,0.775,2.43,0.845,0.79,0.519,0.638,0.163,0.105,3.375,6.398900032,0.058398303,6.5133605,6.284439564,8.924805641,0.816621482,64.8089447,0.908147573,-0.042938665,0.783237457,1.972316742,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093,0.03609996799999937,0.014601696999999997,0.06363949999999985,0.007560435999999449,0.1281943590000001,-0.003621482000000009,0.14905530000000056,-0.0021475730000000137,0.004938665000000002,-0.008237457000000004,0.4576832580000001,0.09118428899999997,-0.38426705399999994,-0.186952585,0.024853278000000034,-0.00761166499999999,0.006639699999999998,0.49227690699999993,17915567.0,16604026.0,26.864898681640625,22.899999618530273,0.8635938167572021,0.0,0.0,0.28605568408966064,44.48800000000001,,,
