,Country name,Regional indicator,21_Ladder score,21_Standard error of ladder score,21_upperwhisker,21_lowerwhisker,21_Logged GDP per capita,21_Social support,21_Healthy life expectancy,21_Freedom to make life choices,21_Generosity,21_Perceptions of corruption,21_Ladder score in Dystopia,21_Explained by: Log GDP per capita,21_Explained by: Social support,21_Explained by: Healthy life expectancy,21_Explained by: Freedom to make life choices,21_Explained by: Generosity,21_Explained by: Perceptions of corruption,21_Dystopia + residual,20_Ladder score,20_Standard error of ladder score,20_upperwhisker,20_lowerwhisker,20_Logged GDP per capita,20_Social support,20_Healthy life expectancy,20_Freedom to make life choices,20_Generosity,20_Perceptions of corruption,20_Ladder score in Dystopia,20_Explained by: Log GDP per capita,20_Explained by: Social support,20_Explained by: Healthy life expectancy,20_Explained by: Freedom to make life choices,20_Explained by: Generosity,20_Explained by: Perceptions of corruption,20_Dystopia + residual,Ladder score_diff,Standard error of ladder score_diff,upperwhisker_diff,lowerwhisker_diff,Logged GDP per capita_diff,Social support_diff,Healthy life expectancy_diff,Freedom to make life choices_diff,Generosity_diff,Perceptions of corruption_diff,Ladder score in Dystopia_diff,Explained by: Log GDP per capita_diff,Explained by: Social support_diff,Explained by: Healthy life expectancy_diff,Explained by: Freedom to make life choices_diff,Explained by: Generosity_diff,Explained by: Perceptions of corruption_diff,Dystopia + residual_diff,Population 2020,Population 2019,"COVID-19 deaths per 100,000 population in 2020",Median age,Index of exposure to COVID-19  infections in other countries as of March 31,WHO Western Pacific Region,Female head of government,Index of institutional trust,Gini coefficient of income,"All-cause death count, 2019","All-cause death count, 2020","Excess deaths in 2020 per 100,000 population, relative to 2017-2019 average"
94,Ghana,Sub-Saharan Africa,5.088,0.067,5.219,4.958,8.58,0.727,57.586,0.807,0.123,0.848,2.43,0.68,0.595,0.287,0.517,0.268,0.058,2.684,5.147999763,0.058634609,5.262923717,5.033075809,8.350645065,0.728601098,57.20398712,0.794796526,0.094170853,0.847964764,1.972316742,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,2.378437281,-0.05999976299999954,0.008365391000000007,-0.04392371699999931,-0.07507580899999944,0.22935493499999993,-0.0016010979999999675,0.3820128799999978,0.012203474000000103,0.028829147,3.523599999999405e-05,0.4576832580000001,0.10413753300000006,-0.37136796000000005,-0.14516225500000002,0.039709936,0.006708794000000018,0.001429619,0.3055627190000001,31072945.0,30417856.0,1.0780999660491943,21.100000381469727,0.9520256519317627,0.0,0.0,0.30511751770973206,43.52,,,
95,Niger,Sub-Saharan Africa,5.074,0.102,5.273,4.875,7.098,0.641,53.78,0.806,0.018,0.693,2.43,0.162,0.402,0.167,0.516,0.2,0.157,3.47,4.909599781,0.077208281,5.060927868,4.758271694,6.842166901,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,1.972316742,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765,3.017630577,0.16440021900000001,0.02479171899999999,0.2120721319999994,0.11672830599999973,0.2558330990000002,0.023564962000000023,0.2799046300000043,0.046227878000000056,0.004139182999999999,-0.029530186000000014,0.4576832580000001,0.053669668000000004,-0.30180014199999994,-0.13181635299999997,0.08068838500000003,-0.008176895999999989,0.019445235000000005,0.4523694230000004,24206636.0,23310715.0,0.4296000003814697,15.100000381469727,1.1261639595031738,0.0,0.0,0.48410674929618835,34.28,,,
96,Turkmenistan,Commonwealth of Independent States,5.066,0.036,5.136,4.996,9.629,0.983,62.409,0.877,0.273,0.888,2.43,1.046,1.172,0.439,0.602,0.366,0.033,1.409,5.119100094,0.029379817,5.17668438,5.061515808,9.74803257,0.958966196,62.21170807,0.826457024,0.187671542,0.883691847,1.972316742,1.008963585,1.510476947,0.612448037,0.515236676,0.323129326,0.03350389,1.115337372,-0.053100094000000375,0.006620182999999998,-0.040684380000000075,-0.06551580799999979,-0.1190325699999999,0.024033803999999992,0.19729192999999867,0.05054297600000002,0.08532845800000002,0.004308152999999981,0.4576832580000001,0.03703641499999999,-0.338476947,-0.17344803699999994,0.08676332399999998,0.042870674,-0.0005038899999999999,0.2936626280000001,5942089.0,5942089.0,,,1.4627439975738525,0.0,0.0,0.5108789205551147,26.5,,,
97,Gambia,Sub-Saharan Africa,5.051,0.089,5.225,4.877,7.686,0.69,55.16,0.697,0.424,0.746,2.43,0.367,0.511,0.21,0.384,0.465,0.123,2.99,4.750599861,0.067163654,4.882240772,4.61895895,7.321814537,0.6931687,55.0120163,0.733163178,0.343198717,0.690717816,1.972316742,0.256990552,0.882678688,0.353247881,0.403419524,0.425989687,0.158093795,2.270216465,0.30040013899999973,0.021836345999999993,0.34275922799999936,0.2580410500000001,0.3641854630000001,-0.0031687000000000243,0.1479836999999975,-0.03616317800000002,0.080801283,0.055282183999999956,0.4576832580000001,0.11000944800000001,-0.37167868800000003,-0.143247881,-0.019419523999999966,0.03901031300000002,-0.03509379500000001,0.7197835350000004,2416664.0,2347706.0,5.13100004196167,17.5,1.0440993309020996,0.0,0.0,0.4889022707939148,35.92,,,
98,Benin,Sub-Saharan Africa,5.045,0.073,5.189,4.901,8.087,0.489,54.713,0.757,-0.034,0.661,2.43,0.507,0.058,0.196,0.457,0.166,0.178,3.482,5.21600008,0.077759244,5.368408203,5.063591957,7.674319744,0.468671143,54.31246567,0.735182583,-0.003537213,0.740532577,1.972316742,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,-0.17100007999999978,-0.00475924400000001,-0.17940820300000038,-0.16259195700000006,0.4126802559999998,0.020328856999999978,0.4005343299999993,0.02181741700000006,-0.030462787,-0.07953257699999994,0.4576832580000001,0.14075529600000003,-0.294428436,-0.132062952,0.051160110000000036,-0.030670428,0.05206812599999999,0.04119027300000022,12123198.0,11801151.0,0.3628999888896942,18.799999237060547,0.970544159412384,0.0,0.0,0.39812594652175903,47.76,,,
99,Laos,Southeast Asia,5.03,0.045,5.119,4.941,8.947,0.728,58.968,0.91,0.123,0.658,2.43,0.808,0.598,0.33,0.643,0.268,0.179,2.204,4.888599873,0.040268615,4.967526436,4.809673309,8.79858017,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,1.972316742,0.714693844,0.987391889,0.486378282,0.612027287,0.27266711,0.194273964,1.621152639,0.14140012699999982,0.004731384999999998,0.15147356399999978,0.13132669099999994,0.14841982999999992,-0.00950221699999998,0.2580772100000033,0.002786430999999978,0.011628520000000003,0.02332068300000001,0.4576832580000001,0.09330615600000003,-0.389391889,-0.15637828199999998,0.03097271300000004,-0.004667109999999974,-0.015273964000000001,0.5828473610000002,7275556.0,7169455.0,0.0,24.399999618530273,0.7727606296539307,1.0,0.0,0.7077310681343079,36.39,,,
100,Bangladesh,South Asia,5.025,0.046,5.115,4.934,8.454,0.693,64.8,0.877,-0.041,0.682,2.43,0.635,0.52,0.514,0.603,0.161,0.164,2.427,4.832799911,0.040124193,4.911443233,4.75415659,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,1.972316742,0.556156278,0.868800581,0.694940507,0.604130566,0.176745117,0.176735908,1.755261898,0.19220008899999996,0.005875806999999997,0.20355676700000025,0.17984341000000015,0.16693640100000096,0.005707006999999931,0.296932979999994,-0.023624989999999957,-0.007335274000000003,0.020156462000000097,0.4576832580000001,0.078843722,-0.348800581,-0.18094050699999997,-0.001130566000000055,-0.015745117000000003,-0.01273590799999999,0.671738102,164689383.0,163046161.0,4.589900016784668,27.5,0.8239312767982483,0.0,1.0,0.576997697353363,43.9725,,,
101,Guinea,Sub-Saharan Africa,4.984,0.09,5.16,4.808,7.838,0.639,55.008,0.697,0.095,0.766,2.43,0.42,0.399,0.206,0.384,0.25,0.111,3.216,4.949299812,0.073042229,5.09246254,4.806137085,7.750990391,0.637573481,54.46780014,0.706846774,0.076328471,0.761794448,1.972316742,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559,2.740729809,0.03470018800000041,0.016957770999999996,0.0675374600000005,0.0018629150000002426,0.08700960899999988,0.001426519000000015,0.5401998600000013,-0.009846774000000003,0.018671529000000006,0.004205552000000057,0.4576832580000001,0.02999226599999999,-0.35236596,-0.12765523800000003,0.012121941999999997,0.0005091580000000095,-0.001204558999999994,0.47527019100000034,13132792.0,12771246.0,0.6168000102043152,19.0,0.970016360282898,0.0,0.0,0.3492297828197479,33.730000000000004,,,
102,South Africa,Sub-Saharan Africa,4.956,0.06,5.074,4.839,9.403,0.86,56.904,0.749,-0.067,0.86,2.43,0.967,0.895,0.265,0.447,0.144,0.051,2.187,4.814099789,0.060023591,4.931746006,4.696453571,9.403370857,0.852532268,56.50601196,0.759330094,-0.109777324,0.843423843,1.972316742,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214,1.625117302,0.14190021100000028,-2.359100000000336e-05,0.14225399399999983,0.14254642900000025,-0.0003708570000000577,0.007467731999999949,0.3979880400000013,-0.010330093999999956,0.04277732399999999,0.016576157000000036,0.4576832580000001,0.06485956100000001,-0.364086251,-0.14203406899999999,0.012218180000000023,0.017593152,-0.008502140000000005,0.5618826979999998,59308690.0,58558270.0,48.001399993896484,27.299999237060547,0.6065149307250977,0.0,0.0,0.19273777306079865,65.42600000000002,,566004.0,
103,Turkey,Middle East and North Africa,4.948,0.046,5.038,4.857,10.24,0.822,67.199,0.576,-0.139,0.776,2.43,1.26,0.809,0.59,0.236,0.097,0.104,1.852,5.131800175,0.039838459,5.20988369,5.05371666,10.12941933,0.826313555,66.90281677,0.608830452,-0.171046436,0.748197377,1.972316742,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,-0.183800175,0.0061615409999999995,-0.1718836899999996,-0.19671665999999988,0.11058067000000094,-0.00431355500000008,0.2961832299999969,-0.03283045200000001,0.032046435999999984,0.027802623000000026,0.4576832580000001,0.13283074900000003,-0.38815917099999997,-0.19133529400000004,-0.018400760000000016,0.011114431000000008,-0.01698324300000001,0.2871832870000002,84339067.0,83429615.0,24.758399963378906,31.600000381469727,2.066906452178955,0.0,0.0,0.2950316071510315,40.550000000000004,,,
104,Pakistan,South Asia,4.934,0.068,5.066,4.802,8.458,0.651,58.709,0.726,0.098,0.787,2.43,0.637,0.423,0.322,0.418,0.252,0.097,2.784,5.69329977,0.048216224,5.78780365,5.598795891,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.745705426,1.972316742,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,-0.7592997700000002,0.019783776000000003,-0.72180365,-0.7967958910000004,-0.024727050999999278,-0.03806229699999997,0.45586432000000343,-0.008833717000000019,0.05310013,0.04129457400000003,0.4576832580000001,0.020200525999999996,-0.44997958099999996,-0.14793324199999996,0.012578266000000005,0.023294937000000016,-0.025592120999999995,-0.1928767360000001,220892331.0,216565318.0,4.606800079345703,23.5,1.0482311248779297,0.0,0.0,0.27687782049179077,33.45,,,
105,Morocco,Middle East and North Africa,4.918,0.06,5.036,4.8,8.903,0.56,66.208,0.774,-0.236,0.801,2.43,0.792,0.219,0.558,0.477,0.034,0.088,2.749,5.094799995,0.05565045,5.203875065,4.985724926,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,1.972316742,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472,-0.17679999499999965,0.004349550000000001,-0.1678750650000005,-0.1857249259999998,-0.03731333899999889,-0.03262847899999999,0.3117597699999948,0.0019275659999999917,0.004377247000000001,-0.014724610999999999,0.4576832580000001,0.03337789000000002,-0.42620847800000006,-0.18709692199999994,0.02694586099999996,-0.006032550999999997,0.010614395999999998,0.37059752800000023,36910558.0,36471769.0,20.016000747680664,29.600000381469727,2.336052894592285,0.0,0.0,0.397255003452301,39.550000000000004,,,
106,Venezuela,Latin America and Caribbean,4.892,0.064,5.017,4.767,9.073,0.861,66.7,0.615,-0.169,0.827,2.43,0.852,0.897,0.574,0.284,0.078,0.072,2.135,5.053199768,0.06428051,5.179189682,4.927209854,8.977793694,0.890408158,66.50534058,0.62327832,-0.169090509,0.837038398,1.972316742,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777,1.74484086,-0.16119976799999947,-0.0002805099999999977,-0.16218968199999928,-0.16020985399999965,0.09520630599999969,-0.029408157999999962,0.1946594200000078,-0.008278320000000061,9.050899999998863e-05,-0.01003839800000006,0.4576832580000001,0.08176136199999995,-0.4515468629999999,-0.19302553,0.012282778999999966,-0.009179153999999995,0.008375223000000001,0.39015913999999974,28435943.0,28515829.0,3.615100145339966,29.0,0.890544056892395,0.0,0.0,0.12015887349843979,37.800000000000004,,,
107,Georgia,Commonwealth of Independent States,4.891,0.054,4.998,4.785,9.585,0.671,64.3,0.783,-0.238,0.655,2.43,1.03,0.47,0.498,0.488,0.032,0.181,2.191,4.672599792,0.043417413,4.757698059,4.587501526,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,1.972316742,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,0.21840020800000026,0.010582586999999997,0.24030194100000024,0.19749847400000053,0.3588990780000003,0.04196697100000002,-0.19520873999999822,-0.018641523999999965,-0.009079629999999977,-0.010944694999999949,0.4576832580000001,0.18280193099999997,-0.2611939,-0.19665762399999998,0.0025058929999999813,-0.015609735,0.006911923999999986,0.4986016899999999,3989175.0,3720382.0,62.794898986816406,38.70000076293945,1.7055425643920898,0.0,1.0,0.198270782828331,37.94,,,
108,Algeria,Middle East and North Africa,4.887,0.053,4.991,4.783,9.342,0.802,66.005,0.48,-0.067,0.752,2.43,0.946,0.765,0.552,0.119,0.144,0.12,2.242,5.005099773,0.044236008,5.09180212,4.918397427,9.537964821,0.803385139,65.90517426,0.466610909,-0.121105164,0.735485137,1.972316742,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729,-0.11809977300000085,0.008763991999999998,-0.10080212,-0.13539742700000001,-0.19596482099999868,-0.0013851389999999242,0.09982574,0.013389090999999964,0.054105164,0.016514863000000046,0.4576832580000001,0.002143998999999952,-0.37800358300000003,-0.193418549,0.035056200999999995,0.02508498599999999,-0.009190653999999993,0.4011882710000001,43851043.0,43053054.0,6.284899711608887,29.100000381469727,2.9326887130737305,0.0,0.0,0.4148748815059662,27.62,,,
109,Ukraine,Commonwealth of Independent States,4.875,0.052,4.977,4.773,9.436,0.888,64.902,0.724,-0.011,0.924,2.43,0.979,0.958,0.517,0.417,0.181,0.01,1.813,4.56069994,0.049683895,4.658080578,4.463319302,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,1.972316742,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334,0.3143000599999999,0.002316104999999999,0.31891942200000045,0.3096806979999993,0.42530931099999947,0.009120632000000017,0.2952189899999951,0.06091811599999997,0.019933706,0.003363286000000021,0.4576832580000001,0.198565392,-0.363316481,-0.181674381,0.09757629499999998,0.0024486840000000065,0.00034883999999999957,0.560330666,43733759.0,44385155.0,44.08720016479492,41.400001525878906,2.206019639968872,0.0,0.0,0.05906858295202255,25.0,581114.0,616835.0,81.40746307373047
110,Iraq,Middle East and North Africa,4.854,0.059,4.97,4.738,9.24,0.746,60.583,0.63,-0.053,0.875,2.43,0.91,0.638,0.381,0.302,0.153,0.041,2.429,4.784800053,0.077791877,4.937272072,4.632328033,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,1.972316742,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662,0.06919994700000043,-0.018791877,0.032727927999999906,0.10567196700000014,-0.42109561899999903,-0.0016949689999999906,0.6794508099999987,-0.003182644999999984,0.016564760000000005,0.05273819000000002,0.4576832580000001,-0.07201870899999996,-0.3734666219999999,-0.148350698,0.01841194800000001,-2.0679999999939636e-06,-0.032164991999999996,0.6768263379999999,40222503.0,39309783.0,31.855300903320312,20.0,1.652010202407837,0.0,0.0,0.13266557455062866,33.120000000000005,,,
111,Gabon,Sub-Saharan Africa,4.852,0.075,4.998,4.706,9.603,0.776,59.962,0.731,-0.2,0.84,2.43,1.037,0.707,0.362,0.424,0.058,0.064,2.201,4.829299927,0.060268242,4.947425842,4.711174011,9.680537224,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,1.972316742,0.988044381,1.10639751,0.522574842,0.369459897,0.052013602,0.055804539,1.735027552,0.02270007300000021,0.014731757999999998,0.05057415799999987,-0.005174010999999368,-0.0775372240000003,-0.011886858,0.24666034000000536,0.026170783999999947,0.02226162299999998,-0.009150956000000043,0.4576832580000001,0.048955618999999895,-0.3993975100000001,-0.16057484200000005,0.054540103000000006,0.005986398000000004,0.008195461000000001,0.46597244800000004,2225728.0,2172579.0,2.875499963760376,23.100000381469727,0.864660382270813,0.0,1.0,0.10389053076505661,38.02,,,
112,Burkina Faso,Sub-Saharan Africa,4.834,0.081,4.993,4.675,7.678,0.672,54.151,0.695,-0.009,0.748,2.43,0.364,0.472,0.179,0.381,0.182,0.122,3.133,4.768700123,0.062067267,4.890351772,4.647048473,7.46854496,0.712943614,53.88945389,0.665563583,-0.019080516,0.739795029,1.972316742,0.302467644,0.9293859,0.312833875,0.322398156,0.186390609,0.126408055,2.588826418,0.06529987699999928,0.018932733,0.10264822800000051,0.02795152699999992,0.20945503999999993,-0.040943613999999906,0.2615461100000047,0.029436416999999993,0.010080516,0.00820497099999995,0.4576832580000001,0.06153235600000001,-0.4573859,-0.133833875,0.058601844000000014,-0.0043906090000000175,-0.004408054999999994,0.544173582,20903278.0,20321378.0,0.4065999984741211,17.600000381469727,1.0921440124511719,0.0,0.0,0.35867393016815186,35.300000000000004,,,
113,Cambodia,Southeast Asia,4.83,0.067,4.963,4.698,8.36,0.765,62.0,0.959,0.034,0.843,2.43,0.603,0.68,0.426,0.702,0.21,0.061,2.148,4.848400116,0.058006871,4.962093353,4.734706879,8.249890327,0.773080647,61.52996826,0.959704638,0.051911179,0.822769046,1.972316742,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,-0.018400115999999578,0.008993129000000002,0.0009066469999998716,-0.03670687899999958,0.11010967300000019,-0.008080646999999996,0.47003174000000314,-0.0007046380000000907,-0.017911179,0.020230953999999968,0.4576832580000001,0.05836506200000002,-0.39142603399999987,-0.16190433399999998,0.027059651999999934,-0.023342081000000015,-0.011837502,0.4846999630000002,16718971.0,16486542.0,0.0,25.600000381469727,0.714238166809082,1.0,0.0,0.4981042146682739,36.0,,,
114,Mozambique,Sub-Saharan Africa,4.794,0.103,4.997,4.592,7.158,0.744,54.706,0.882,0.061,0.684,2.43,0.183,0.634,0.196,0.608,0.228,0.163,2.783,4.623600006,0.079284087,4.778996944,4.468203068,7.069345951,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,1.972316742,0.178741366,0.955202878,0.324223638,0.56077534,0.220422104,0.163064316,2.221216202,0.1703999939999994,0.02371591299999999,0.2180030559999997,0.12379693199999942,0.08865404900000051,0.020125967999999994,0.5001780100000062,0.017548114999999975,0.028624131999999997,0.0009808980000000078,0.4576832580000001,0.004258633999999983,-0.321202878,-0.12822363799999997,0.04722466000000003,0.007577896000000001,-6.431599999998094e-05,0.561783798,31255435.0,30366036.0,0.5310999751091003,17.700000762939453,0.5987706184387207,0.0,0.0,0.4726662337779999,49.416666666666664,,,
115,Nigeria,Sub-Saharan Africa,4.759,0.052,4.861,4.658,8.533,0.74,50.102,0.737,0.037,0.878,2.43,0.663,0.625,0.051,0.433,0.212,0.039,2.736,4.724100113,0.05211626,4.826248169,4.621952057,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,1.972316742,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487,0.03489988699999991,-0.00011625999999999997,0.034751830999999456,0.03604794300000069,-0.04362487000000037,0.0027831099999999775,0.2400920399999933,-0.022578407000000023,0.0032541929999999955,0.016125657999999987,0.4576832580000001,0.017098141000000067,-0.36171793900000004,-0.116835936,-0.002079455000000008,-0.009328123999999993,-0.008589935,0.5163645130000001,206139587.0,200963599.0,0.6252999901771545,18.100000381469727,1.02329421043396,0.0,0.0,0.19993939995765686,44.894000000000005,,,
116,Mali,Sub-Saharan Africa,4.723,0.082,4.884,4.563,7.744,0.724,51.969,0.697,-0.036,0.827,2.43,0.387,0.59,0.11,0.384,0.164,0.072,3.016,4.729300022,0.064362764,4.855451107,4.603148937,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,1.972316742,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,2.559335232,-0.00630002200000046,0.017637236,0.028548892999999964,-0.04014893700000055,0.11414770499999971,-0.0074689760000000716,0.2420178799999988,-0.014566150000000055,0.008366926000000004,-0.012328408000000013,0.4576832580000001,0.034537350999999994,-0.38314173000000007,-0.124981522,0.006465551000000014,-0.005667050000000007,0.009853723999999994,0.456664768,20250834.0,19658031.0,1.3282999992370605,16.399999618530273,1.0703725814819336,0.0,0.0,0.2743140757083893,33.04,,,
117,Iran,Middle East and North Africa,4.721,0.055,4.828,4.614,9.584,0.71,66.3,0.608,0.218,0.714,2.43,1.03,0.557,0.561,0.275,0.33,0.144,1.823,4.672399998,0.055878021,4.78192091,4.562879086,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,1.972316742,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,0.0486000019999997,-0.0008780209999999997,0.0460790900000001,0.051120914000000184,-0.22971974900000092,0.015310308999999966,0.29385071000000096,-0.039873282000000065,0.100108897,-0.0006359679999999868,0.4576832580000001,0.0006774949999999169,-0.3292711789999999,-0.18805383599999992,-0.026195471999999997,0.05302106000000001,0.0013484869999999816,0.536030577,83992953.0,82913906.0,65.74720001220703,32.400001525878906,1.7066987752914429,0.0,0.0,0.3672230541706085,39.97,,,
118,Uganda,Sub-Saharan Africa,4.636,0.073,4.78,4.493,7.677,0.781,56.101,0.709,0.122,0.855,2.43,0.364,0.718,0.24,0.398,0.267,0.054,2.596,4.43200016,0.068495452,4.566251278,4.297749043,7.500389576,0.764994621,55.70820236,0.731713951,0.099487431,0.836737812,1.972316742,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093,0.20399983999999982,0.004504547999999997,0.21374872200000006,0.19525095700000072,0.1766104239999997,0.016005378999999986,0.3927976399999977,-0.022713951000000066,0.022512568999999996,0.018262188000000013,0.4576832580000001,0.05166257200000002,-0.334327394,-0.138311664,-0.0036825560000000035,0.0021926270000000025,-0.009818842000000001,0.6373289070000001,45741000.0,44269594.0,0.5486999750137329,16.399999618530273,0.8155328035354614,0.0,0.0,0.2393098622560501,42.75,,,
119,Liberia,Sub-Saharan Africa,4.625,0.106,4.833,4.417,7.288,0.72,56.498,0.735,0.05,0.85,2.43,0.228,0.58,0.253,0.43,0.221,0.057,2.857,4.557899952,0.081956357,4.71853447,4.397265434,7.054380417,0.70928055,56.09631348,0.735268712,0.04227322,0.856375933,1.972316742,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876,2.386757851,0.06710004800000036,0.024043643000000003,0.11446553000000037,0.019734565999999454,0.2336195830000003,0.010719449999999964,0.4016865199999984,-0.0002687120000000043,0.0077267800000000025,-0.006375933000000056,0.4576832580000001,0.053896993000000004,-0.340733929,-0.13928427399999999,0.02405690399999999,-0.005967870999999986,0.005860124000000001,0.47024214900000016,5057677.0,4937374.0,1.6410999298095703,19.200000762939453,0.9347918629646301,0.0,0.0,0.27263274788856506,35.27,,,
120,Kenya,Sub-Saharan Africa,4.607,0.072,4.747,4.466,8.361,0.688,60.704,0.779,0.287,0.825,2.43,0.603,0.508,0.385,0.483,0.375,0.073,2.18,4.583000183,0.067804985,4.715898037,4.450102329,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,1.972316742,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,1.684904575,0.02399981699999998,0.004195014999999996,0.031101963000000232,0.01589767100000028,0.3312243800000001,-0.014652037000000062,0.6070685400000002,-0.05074755799999997,-0.0076815190000000255,-0.006499159000000088,0.4576832580000001,0.12658660099999997,-0.397077755,-0.15131275899999996,-0.03618053600000004,-0.01890209300000001,0.005798921999999998,0.49509542500000014,53771300.0,52573973.0,3.1057000160217285,20.0,0.7814594507217407,0.0,0.0,0.33104565739631653,40.78,,,
121,Tunisia,Middle East and North Africa,4.596,0.058,4.709,4.484,9.266,0.691,67.201,0.656,-0.201,0.87,2.43,0.919,0.515,0.59,0.334,0.057,0.044,2.138,4.392199993,0.049670532,4.489554405,4.294845581,9.314972878,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,1.972316742,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,1.528496742,0.2038000069999999,0.008329468,0.21944559499999983,0.1891544190000003,-0.04897287800000072,0.002281442999999994,0.30314233,0.06263844299999999,0.015413811,0.00240975099999996,0.4576832580000001,0.04425731300000002,-0.35716770600000003,-0.19115671900000009,0.09813944400000002,0.0011188570000000009,0.00010042700000000016,0.6095032579999999,11818618.0,11694719.0,39.564701080322266,32.70000076293945,3.017868757247925,0.0,0.0,0.12942259013652802,32.82,,,
122,Lebanon,Middle East and North Africa,4.584,0.055,4.691,4.477,9.626,0.848,67.355,0.525,-0.073,0.898,2.43,1.045,0.868,0.595,0.175,0.14,0.026,1.736,4.771500111,0.043753985,4.857257843,4.685742378,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,1.972316742,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,-0.1875001110000003,0.011246014999999998,-0.16625784300000035,-0.20874237799999928,0.2642761,0.023661861999999978,0.2484173600000048,-0.02635750800000003,-0.011784729999999993,-0.0042562499999999615,0.4576832580000001,0.15576748399999996,-0.3244933200000001,-0.19367113600000008,-0.010516670000000006,-0.018524140999999994,0.0044818529999999975,0.20045775,6825442.0,6855713.0,21.507801055908203,31.100000381469727,1.891433835029602,0.0,0.0,0.1066327691078186,31.830000000000002,,,
123,Namibia,Sub-Saharan Africa,4.574,0.064,4.7,4.448,9.161,0.818,56.799,0.719,-0.149,0.847,2.43,0.882,0.801,0.262,0.411,0.091,0.059,2.068,4.571100235,0.060983475,4.690628052,4.451572418,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,1.972316742,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,1.503033161,0.0028997649999995545,0.003016524999999999,0.009371948000000074,-0.003572417999999189,-0.04214121200000065,-0.02888097200000006,0.2975122699999986,-0.048520964000000055,0.03630646000000001,-0.004449788000000066,0.4576832580000001,0.04191801000000006,-0.44473814899999986,-0.14487117,-0.03359897300000003,0.014545516999999994,0.004679656999999997,0.564966839,2540916.0,2494530.0,8.067999839782715,22.0,0.6252112984657288,0.0,1.0,0.31068408489227295,57.535,,,
124,Palestinian Territories,Middle East and North Africa,4.517,0.067,4.649,4.384,8.485,0.826,62.25,0.653,-0.163,0.821,2.43,0.646,0.819,0.434,0.33,0.082,0.075,2.131,4.552800179,0.055874817,4.662314892,4.443285465,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,1.972316742,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.071913652,1.693985701,-0.035800178999999765,0.011125183000000004,-0.013314892000000356,-0.05928546499999943,0.09577690099999892,0.0007040749999999152,0.0,0.007208171000000041,-0.0009209040000000002,-0.0031999750000000216,0.4576832580000001,0.058180781000000015,-0.37575555400000016,-0.179826573,0.03129925,-0.009816260999999993,0.0030863480000000026,0.4370142989999999,5101416.0,4685306.0,27.44339942932129,20.399999618530273,2.1114182472229004,0.0,0.0,0.16415567696094513,33.69,,,
